NAME,B07001_002E,B07001_003E,B07001_004E,B07001_005E,B07001_006E,B07001_007E,B07001_008E,B07001_009E,B07001_010E,B07001_011E,B07001_012E,B07001_013E,B07001_014E,B07001_015E,B07001_016E,state,county,tract
"Census Tract 9801, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,980100
"Census Tract 9800, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,980000
"Census Tract 9900, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,990000
"Census Tract 301.02, Cook County, Illinois",86.0,107.0,7.0,122.0,442.0,343.0,324.0,111.0,227.0,163.0,192.0,414.0,179.0,33.0,170.0,17,031,030102
"Census Tract 301.03, Cook County, Illinois",13.0,133.0,168.0,370.0,277.0,292.0,126.0,106.0,136.0,159.0,49.0,289.0,39.0,53.0,28.0,17,031,030103
"Census Tract 301.01, Cook County, Illinois",81.0,201.0,50.0,205.0,372.0,416.0,187.0,474.0,263.0,213.0,326.0,240.0,263.0,177.0,259.0,17,031,030101
"Census Tract 301.04, Cook County, Illinois",44.0,90.0,1354.0,594.0,417.0,77.0,127.0,288.0,98.0,141.0,119.0,118.0,86.0,102.0,33.0,17,031,030104
"Census Tract 306.01, Cook County, Illinois",109.0,195.0,38.0,390.0,297.0,359.0,130.0,262.0,265.0,235.0,454.0,212.0,228.0,49.0,315.0,17,031,030601
"Census Tract 306.03, Cook County, Illinois",10.0,318.0,26.0,313.0,307.0,226.0,157.0,123.0,152.0,32.0,169.0,86.0,70.0,0.0,53.0,17,031,030603
"Census Tract 306.04, Cook County, Illinois",39.0,141.0,19.0,203.0,415.0,147.0,353.0,201.0,335.0,162.0,250.0,169.0,112.0,144.0,271.0,17,031,030604
"Census Tract 307.01, Cook County, Illinois",44.0,90.0,40.0,120.0,316.0,103.0,238.0,134.0,150.0,132.0,71.0,94.0,68.0,40.0,16.0,17,031,030701
"Census Tract 307.02, Cook County, Illinois",25.0,76.0,0.0,28.0,95.0,273.0,31.0,107.0,86.0,103.0,80.0,179.0,59.0,105.0,213.0,17,031,030702
"Census Tract 307.03, Cook County, Illinois",94.0,117.0,16.0,127.0,341.0,322.0,289.0,175.0,150.0,172.0,204.0,95.0,98.0,102.0,264.0,17,031,030703
"Census Tract 7706.01, Cook County, Illinois",84.0,422.0,6.0,191.0,114.0,244.0,184.0,164.0,142.0,338.0,264.0,187.0,246.0,80.0,427.0,17,031,770601
"Census Tract 7706.02, Cook County, Illinois",267.0,826.0,143.0,317.0,226.0,444.0,255.0,300.0,431.0,340.0,246.0,213.0,248.0,91.0,328.0,17,031,770602
"Census Tract 7709.01, Cook County, Illinois",218.0,639.0,107.0,339.0,347.0,355.0,266.0,283.0,262.0,268.0,445.0,522.0,177.0,88.0,873.0,17,031,770901
"Census Tract 7709.02, Cook County, Illinois",54.0,412.0,59.0,233.0,213.0,205.0,204.0,316.0,161.0,175.0,282.0,235.0,136.0,199.0,444.0,17,031,770902
"Census Tract 8020.03, Cook County, Illinois",214.0,507.0,28.0,123.0,133.0,290.0,133.0,145.0,222.0,109.0,173.0,280.0,131.0,82.0,215.0,17,031,802003
"Census Tract 8020.04, Cook County, Illinois",290.0,905.0,59.0,154.0,584.0,543.0,342.0,461.0,410.0,267.0,290.0,485.0,180.0,173.0,347.0,17,031,802004
"Census Tract 8237.02, Cook County, Illinois",253.0,1040.0,167.0,667.0,557.0,453.0,475.0,243.0,565.0,412.0,745.0,375.0,183.0,220.0,445.0,17,031,823702
"Census Tract 8250, Cook County, Illinois",237.0,713.0,114.0,336.0,227.0,348.0,313.0,386.0,282.0,417.0,437.0,494.0,191.0,67.0,261.0,17,031,825000
"Census Tract 8262.01, Cook County, Illinois",69.0,472.0,49.0,187.0,110.0,124.0,252.0,154.0,356.0,166.0,220.0,210.0,348.0,308.0,638.0,17,031,826201
"Census Tract 8263.01, Cook County, Illinois",252.0,775.0,151.0,337.0,338.0,247.0,205.0,247.0,371.0,328.0,237.0,187.0,140.0,95.0,205.0,17,031,826301
"Census Tract 8272, Cook County, Illinois",263.0,865.0,121.0,315.0,269.0,413.0,231.0,178.0,283.0,346.0,278.0,135.0,157.0,131.0,292.0,17,031,827200
"Census Tract 8278.02, Cook County, Illinois",103.0,707.0,84.0,221.0,262.0,199.0,149.0,254.0,257.0,350.0,313.0,120.0,175.0,114.0,222.0,17,031,827802
"Census Tract 8285.04, Cook County, Illinois",426.0,1591.0,157.0,280.0,372.0,407.0,468.0,381.0,357.0,400.0,354.0,262.0,96.0,114.0,188.0,17,031,828504
"Census Tract 8288.01, Cook County, Illinois",275.0,1023.0,76.0,277.0,232.0,402.0,257.0,197.0,488.0,409.0,307.0,452.0,144.0,182.0,371.0,17,031,828801
"Census Tract 8292, Cook County, Illinois",267.0,1329.0,144.0,445.0,458.0,532.0,435.0,357.0,472.0,563.0,283.0,228.0,176.0,92.0,337.0,17,031,829200
"Census Tract 8293.01, Cook County, Illinois",84.0,600.0,166.0,268.0,196.0,170.0,150.0,222.0,338.0,400.0,215.0,158.0,161.0,134.0,407.0,17,031,829301
"Census Tract 3404, Cook County, Illinois",25.0,211.0,26.0,224.0,194.0,124.0,22.0,128.0,112.0,175.0,179.0,137.0,86.0,30.0,62.0,17,031,340400
"Census Tract 3602, Cook County, Illinois",76.0,485.0,113.0,115.0,102.0,127.0,87.0,127.0,95.0,64.0,44.0,37.0,74.0,55.0,13.0,17,031,360200
"Census Tract 1908, Cook County, Illinois",401.0,1613.0,190.0,469.0,535.0,600.0,582.0,314.0,383.0,377.0,462.0,282.0,239.0,131.0,241.0,17,031,190800
"Census Tract 1912, Cook County, Illinois",444.0,908.0,82.0,342.0,362.0,320.0,344.0,269.0,213.0,177.0,128.0,140.0,77.0,31.0,52.0,17,031,191200
"Census Tract 2101, Cook County, Illinois",190.0,382.0,32.0,284.0,467.0,378.0,333.0,173.0,278.0,126.0,281.0,165.0,131.0,40.0,142.0,17,031,210100
"Census Tract 2204, Cook County, Illinois",146.0,233.0,34.0,168.0,471.0,378.0,191.0,108.0,216.0,135.0,145.0,79.0,36.0,56.0,143.0,17,031,220400
"Census Tract 2408, Cook County, Illinois",153.0,300.0,38.0,127.0,171.0,116.0,108.0,136.0,168.0,108.0,139.0,73.0,69.0,38.0,72.0,17,031,240800
"Census Tract 2430, Cook County, Illinois",152.0,232.0,41.0,216.0,258.0,363.0,201.0,250.0,114.0,189.0,133.0,111.0,19.0,0.0,41.0,17,031,243000
"Census Tract 2508, Cook County, Illinois",55.0,443.0,81.0,176.0,194.0,92.0,140.0,123.0,183.0,112.0,211.0,221.0,128.0,102.0,105.0,17,031,250800
"Census Tract 2517, Cook County, Illinois",134.0,448.0,91.0,96.0,139.0,118.0,68.0,68.0,130.0,161.0,82.0,38.0,53.0,41.0,86.0,17,031,251700
"Census Tract 8184.01, Cook County, Illinois",183.0,445.0,44.0,189.0,303.0,233.0,256.0,164.0,156.0,415.0,140.0,302.0,144.0,68.0,348.0,17,031,818401
"Census Tract 8165, Cook County, Illinois",324.0,1185.0,142.0,403.0,308.0,181.0,558.0,398.0,243.0,215.0,164.0,81.0,128.0,25.0,182.0,17,031,816500
"Census Tract 4206, Cook County, Illinois",125.0,561.0,120.0,178.0,110.0,120.0,170.0,72.0,85.0,105.0,65.0,57.0,138.0,62.0,51.0,17,031,420600
"Census Tract 4408, Cook County, Illinois",105.0,345.0,44.0,126.0,80.0,159.0,93.0,122.0,97.0,120.0,180.0,102.0,34.0,29.0,106.0,17,031,440800
"Census Tract 4602, Cook County, Illinois",270.0,406.0,71.0,322.0,443.0,163.0,82.0,91.0,192.0,230.0,106.0,80.0,28.0,19.0,38.0,17,031,460200
"Census Tract 1906.02, Cook County, Illinois",246.0,953.0,197.0,396.0,258.0,444.0,513.0,306.0,495.0,357.0,254.0,221.0,134.0,137.0,278.0,17,031,190602
"Census Tract 1907.01, Cook County, Illinois",177.0,776.0,54.0,164.0,314.0,341.0,169.0,268.0,159.0,179.0,127.0,97.0,90.0,57.0,78.0,17,031,190701
"Census Tract 1907.02, Cook County, Illinois",330.0,950.0,296.0,338.0,400.0,474.0,372.0,401.0,353.0,415.0,167.0,59.0,180.0,62.0,118.0,17,031,190702
"Census Tract 1913.01, Cook County, Illinois",488.0,1294.0,119.0,612.0,443.0,591.0,581.0,274.0,377.0,311.0,257.0,144.0,169.0,110.0,151.0,17,031,191301
"Census Tract 1913.02, Cook County, Illinois",256.0,1503.0,111.0,282.0,256.0,449.0,658.0,372.0,300.0,237.0,162.0,124.0,82.0,39.0,122.0,17,031,191302
"Census Tract 2004.01, Cook County, Illinois",186.0,992.0,29.0,298.0,86.0,361.0,447.0,436.0,91.0,173.0,301.0,123.0,67.0,43.0,163.0,17,031,200401
"Census Tract 2004.02, Cook County, Illinois",404.0,577.0,154.0,550.0,454.0,194.0,201.0,308.0,171.0,278.0,231.0,108.0,245.0,58.0,67.0,17,031,200402
"Census Tract 2105.01, Cook County, Illinois",295.0,702.0,36.0,492.0,624.0,548.0,144.0,306.0,358.0,170.0,160.0,347.0,147.0,59.0,75.0,17,031,210501
"Census Tract 2105.02, Cook County, Illinois",300.0,827.0,130.0,521.0,511.0,463.0,368.0,232.0,293.0,215.0,226.0,222.0,86.0,192.0,188.0,17,031,210502
"Census Tract 2106.01, Cook County, Illinois",163.0,376.0,51.0,343.0,330.0,381.0,221.0,201.0,199.0,111.0,164.0,251.0,126.0,65.0,68.0,17,031,210601
"Census Tract 2106.02, Cook County, Illinois",219.0,653.0,108.0,381.0,509.0,546.0,346.0,249.0,209.0,205.0,130.0,125.0,102.0,81.0,193.0,17,031,210602
"Census Tract 2206.01, Cook County, Illinois",107.0,183.0,13.0,148.0,296.0,217.0,79.0,123.0,115.0,54.0,60.0,72.0,34.0,31.0,52.0,17,031,220601
"Census Tract 2206.02, Cook County, Illinois",241.0,254.0,108.0,468.0,769.0,586.0,277.0,315.0,291.0,355.0,262.0,141.0,61.0,161.0,265.0,17,031,220602
"Census Tract 2207.01, Cook County, Illinois",150.0,703.0,132.0,185.0,405.0,456.0,414.0,186.0,230.0,64.0,152.0,86.0,106.0,0.0,120.0,17,031,220701
"Census Tract 2207.02, Cook County, Illinois",202.0,1096.0,153.0,435.0,362.0,259.0,413.0,417.0,314.0,200.0,172.0,65.0,115.0,56.0,114.0,17,031,220702
"Census Tract 2209.01, Cook County, Illinois",159.0,790.0,51.0,297.0,353.0,305.0,205.0,167.0,176.0,257.0,122.0,148.0,63.0,64.0,101.0,17,031,220901
"Census Tract 2209.02, Cook County, Illinois",150.0,635.0,103.0,360.0,315.0,323.0,354.0,298.0,227.0,81.0,115.0,94.0,82.0,22.0,114.0,17,031,220902
"Census Tract 2521.01, Cook County, Illinois",147.0,192.0,93.0,158.0,196.0,91.0,134.0,72.0,188.0,43.0,146.0,95.0,42.0,66.0,102.0,17,031,252101
"Census Tract 2521.02, Cook County, Illinois",501.0,1113.0,241.0,537.0,446.0,392.0,206.0,254.0,428.0,334.0,404.0,320.0,238.0,188.0,253.0,17,031,252102
"Census Tract 2522.01, Cook County, Illinois",207.0,267.0,63.0,316.0,125.0,163.0,147.0,160.0,233.0,174.0,255.0,185.0,183.0,132.0,357.0,17,031,252201
"Census Tract 2522.02, Cook County, Illinois",444.0,1134.0,89.0,484.0,504.0,400.0,205.0,250.0,284.0,184.0,137.0,235.0,127.0,64.0,220.0,17,031,252202
"Census Tract 8236.04, Cook County, Illinois",72.0,587.0,84.0,153.0,101.0,214.0,71.0,255.0,278.0,259.0,306.0,273.0,261.0,157.0,494.0,17,031,823604
"Census Tract 8233.03, Cook County, Illinois",185.0,1050.0,216.0,275.0,250.0,270.0,332.0,414.0,369.0,338.0,247.0,137.0,203.0,77.0,249.0,17,031,823303
"Census Tract 4205, Cook County, Illinois",127.0,410.0,61.0,195.0,114.0,100.0,68.0,128.0,129.0,157.0,160.0,170.0,124.0,17.0,139.0,17,031,420500
"Census Tract 4304, Cook County, Illinois",140.0,525.0,317.0,405.0,134.0,102.0,191.0,147.0,197.0,304.0,214.0,152.0,103.0,42.0,133.0,17,031,430400
"Census Tract 4306, Cook County, Illinois",106.0,306.0,20.0,191.0,180.0,100.0,33.0,51.0,91.0,121.0,91.0,161.0,41.0,87.0,83.0,17,031,430600
"Census Tract 4409, Cook County, Illinois",102.0,577.0,62.0,64.0,134.0,190.0,297.0,110.0,57.0,142.0,109.0,179.0,106.0,106.0,214.0,17,031,440900
"Census Tract 4601, Cook County, Illinois",245.0,831.0,110.0,272.0,270.0,218.0,172.0,357.0,229.0,217.0,205.0,152.0,120.0,85.0,93.0,17,031,460100
"Census Tract 4805, Cook County, Illinois",93.0,522.0,108.0,141.0,130.0,224.0,188.0,191.0,166.0,122.0,172.0,242.0,250.0,148.0,197.0,17,031,480500
"Census Tract 2831, Cook County, Illinois",174.0,431.0,57.0,500.0,482.0,282.0,223.0,98.0,31.0,94.0,154.0,34.0,64.0,44.0,47.0,17,031,283100
"Census Tract 3007, Cook County, Illinois",368.0,1112.0,174.0,577.0,419.0,358.0,331.0,355.0,284.0,161.0,122.0,151.0,53.0,23.0,110.0,17,031,300700
"Census Tract 3008, Cook County, Illinois",317.0,1145.0,189.0,401.0,286.0,519.0,175.0,447.0,412.0,105.0,269.0,161.0,73.0,49.0,62.0,17,031,300800
"Census Tract 3406, Cook County, Illinois",62.0,288.0,32.0,117.0,28.0,49.0,41.0,36.0,22.0,79.0,62.0,23.0,52.0,38.0,87.0,17,031,340600
"Census Tract 3403, Cook County, Illinois",69.0,243.0,55.0,112.0,63.0,168.0,92.0,126.0,104.0,91.0,109.0,140.0,36.0,116.0,179.0,17,031,340300
"Census Tract 3510, Cook County, Illinois",74.0,380.0,41.0,438.0,552.0,363.0,375.0,174.0,357.0,316.0,226.0,163.0,210.0,88.0,199.0,17,031,351000
"Census Tract 8143, Cook County, Illinois",504.0,1167.0,200.0,230.0,329.0,579.0,406.0,279.0,185.0,194.0,38.0,155.0,98.0,8.0,160.0,17,031,814300
"Census Tract 8159, Cook County, Illinois",134.0,361.0,67.0,150.0,424.0,649.0,485.0,374.0,245.0,433.0,534.0,187.0,113.0,258.0,170.0,17,031,815900
"Census Tract 8087.02, Cook County, Illinois",16.0,79.0,2983.0,1941.0,82.0,57.0,15.0,48.0,28.0,41.0,75.0,64.0,62.0,33.0,72.0,17,031,808702
"Census Tract 6606, Cook County, Illinois",469.0,1194.0,258.0,589.0,506.0,309.0,338.0,619.0,313.0,472.0,437.0,306.0,84.0,174.0,0.0,17,031,660600
"Census Tract 6701, Cook County, Illinois",120.0,502.0,121.0,126.0,72.0,126.0,87.0,39.0,66.0,46.0,33.0,69.0,47.0,47.0,78.0,17,031,670100
"Census Tract 6708, Cook County, Illinois",133.0,359.0,46.0,144.0,79.0,185.0,62.0,123.0,133.0,56.0,76.0,69.0,65.0,60.0,80.0,17,031,670800
"Census Tract 6711, Cook County, Illinois",104.0,412.0,42.0,113.0,71.0,115.0,103.0,100.0,52.0,42.0,112.0,60.0,50.0,46.0,28.0,17,031,671100
"Census Tract 6712, Cook County, Illinois",54.0,259.0,30.0,65.0,64.0,79.0,63.0,73.0,69.0,74.0,56.0,42.0,33.0,41.0,46.0,17,031,671200
"Census Tract 6714, Cook County, Illinois",70.0,264.0,53.0,162.0,151.0,111.0,121.0,92.0,135.0,231.0,80.0,111.0,115.0,67.0,93.0,17,031,671400
"Census Tract 6715, Cook County, Illinois",171.0,595.0,101.0,339.0,274.0,155.0,90.0,178.0,251.0,301.0,173.0,122.0,76.0,151.0,209.0,17,031,671500
"Census Tract 6716, Cook County, Illinois",96.0,347.0,90.0,189.0,126.0,165.0,112.0,109.0,143.0,101.0,214.0,105.0,64.0,106.0,315.0,17,031,671600
"Census Tract 6720, Cook County, Illinois",242.0,781.0,143.0,301.0,258.0,205.0,193.0,455.0,382.0,185.0,196.0,194.0,261.0,174.0,142.0,17,031,672000
"Census Tract 8074, Cook County, Illinois",279.0,1153.0,125.0,619.0,628.0,332.0,423.0,541.0,428.0,425.0,535.0,391.0,290.0,250.0,315.0,17,031,807400
"Census Tract 8076, Cook County, Illinois",159.0,1216.0,222.0,295.0,258.0,348.0,345.0,441.0,429.0,408.0,505.0,618.0,291.0,217.0,591.0,17,031,807600
"Census Tract 8239.03, Cook County, Illinois",99.0,719.0,98.0,234.0,140.0,256.0,162.0,257.0,373.0,403.0,351.0,452.0,312.0,164.0,583.0,17,031,823903
"Census Tract 2429, Cook County, Illinois",105.0,162.0,11.0,105.0,175.0,311.0,228.0,145.0,90.0,115.0,104.0,72.0,50.0,26.0,44.0,17,031,242900
"Census Tract 5704, Cook County, Illinois",127.0,424.0,61.0,195.0,91.0,138.0,172.0,184.0,50.0,137.0,95.0,99.0,47.0,6.0,80.0,17,031,570400
"Census Tract 8223.02, Cook County, Illinois",154.0,818.0,86.0,252.0,335.0,342.0,316.0,156.0,321.0,390.0,340.0,140.0,170.0,195.0,440.0,17,031,822302
"Census Tract 8256, Cook County, Illinois",367.0,1252.0,145.0,363.0,305.0,221.0,260.0,487.0,349.0,402.0,375.0,211.0,276.0,205.0,337.0,17,031,825600
"Census Tract 8284.01, Cook County, Illinois",126.0,813.0,76.0,197.0,131.0,461.0,209.0,275.0,234.0,465.0,138.0,185.0,172.0,72.0,99.0,17,031,828401
"Census Tract 8279.01, Cook County, Illinois",46.0,326.0,4.0,194.0,105.0,81.0,121.0,141.0,192.0,234.0,250.0,166.0,166.0,133.0,297.0,17,031,827901
"Census Tract 811, Cook County, Illinois",22.0,0.0,44.0,329.0,1030.0,574.0,235.0,102.0,75.0,240.0,257.0,157.0,219.0,270.0,84.0,17,031,081100
"Census Tract 1103, Cook County, Illinois",212.0,814.0,74.0,375.0,234.0,171.0,508.0,271.0,485.0,392.0,576.0,329.0,230.0,204.0,426.0,17,031,110300
"Census Tract 1902, Cook County, Illinois",279.0,1357.0,84.0,333.0,288.0,511.0,454.0,487.0,293.0,369.0,234.0,375.0,123.0,89.0,279.0,17,031,190200
"Census Tract 2213, Cook County, Illinois",171.0,276.0,58.0,268.0,374.0,373.0,259.0,297.0,267.0,120.0,125.0,6.0,20.0,51.0,59.0,17,031,221300
"Census Tract 2512, Cook County, Illinois",181.0,905.0,171.0,237.0,146.0,393.0,102.0,384.0,251.0,213.0,275.0,300.0,274.0,163.0,302.0,17,031,251200
"Census Tract 2828, Cook County, Illinois",95.0,123.0,11.0,178.0,247.0,211.0,118.0,148.0,133.0,78.0,91.0,51.0,17.0,27.0,37.0,17,031,282800
"Census Tract 2606, Cook County, Illinois",179.0,715.0,37.0,305.0,130.0,253.0,136.0,131.0,73.0,187.0,95.0,75.0,53.0,58.0,121.0,17,031,260600
"Census Tract 7107, Cook County, Illinois",53.0,465.0,51.0,59.0,124.0,252.0,136.0,215.0,132.0,319.0,206.0,63.0,115.0,196.0,267.0,17,031,710700
"Census Tract 7109, Cook County, Illinois",87.0,619.0,105.0,232.0,113.0,151.0,172.0,111.0,186.0,149.0,139.0,134.0,93.0,32.0,130.0,17,031,710900
"Census Tract 7114, Cook County, Illinois",67.0,385.0,36.0,260.0,122.0,73.0,93.0,144.0,167.0,164.0,232.0,91.0,90.0,121.0,183.0,17,031,711400
"Census Tract 7203, Cook County, Illinois",130.0,841.0,117.0,145.0,89.0,90.0,124.0,251.0,352.0,318.0,290.0,348.0,159.0,112.0,262.0,17,031,720300
"Census Tract 7303, Cook County, Illinois",50.0,175.0,27.0,44.0,91.0,74.0,46.0,57.0,46.0,71.0,103.0,68.0,41.0,32.0,47.0,17,031,730300
"Census Tract 7401, Cook County, Illinois",208.0,385.0,38.0,82.0,266.0,261.0,266.0,137.0,194.0,108.0,335.0,123.0,67.0,56.0,181.0,17,031,740100
"Census Tract 8288.02, Cook County, Illinois",162.0,651.0,186.0,261.0,139.0,267.0,250.0,193.0,183.0,438.0,290.0,135.0,149.0,31.0,222.0,17,031,828802
"Census Tract 8289, Cook County, Illinois",339.0,583.0,145.0,289.0,398.0,252.0,104.0,220.0,286.0,236.0,171.0,186.0,65.0,31.0,75.0,17,031,828900
"Census Tract 8299.01, Cook County, Illinois",532.0,1410.0,287.0,180.0,438.0,442.0,796.0,481.0,628.0,826.0,615.0,802.0,499.0,373.0,688.0,17,031,829901
"Census Tract 8299.02, Cook County, Illinois",194.0,1543.0,98.0,230.0,285.0,124.0,319.0,474.0,517.0,665.0,551.0,475.0,191.0,222.0,420.0,17,031,829902
"Census Tract 628, Cook County, Illinois",243.0,269.0,31.0,516.0,836.0,531.0,273.0,277.0,165.0,156.0,112.0,104.0,43.0,78.0,61.0,17,031,062800
"Census Tract 634, Cook County, Illinois",17.0,45.0,28.0,327.0,852.0,342.0,100.0,93.0,56.0,135.0,61.0,15.0,14.0,31.0,18.0,17,031,063400
"Census Tract 705, Cook County, Illinois",108.0,226.0,66.0,450.0,370.0,350.0,258.0,166.0,130.0,94.0,111.0,142.0,75.0,64.0,353.0,17,031,070500
"Census Tract 716, Cook County, Illinois",101.0,222.0,4.0,65.0,319.0,115.0,144.0,180.0,59.0,41.0,144.0,42.0,124.0,87.0,44.0,17,031,071600
"Census Tract 718, Cook County, Illinois",172.0,420.0,0.0,130.0,265.0,265.0,269.0,232.0,134.0,123.0,162.0,215.0,157.0,24.0,40.0,17,031,071800
"Census Tract 801, Cook County, Illinois",212.0,372.0,64.0,169.0,1215.0,861.0,255.0,264.0,336.0,194.0,363.0,419.0,614.0,391.0,928.0,17,031,080100
"Census Tract 804, Cook County, Illinois",414.0,1170.0,0.0,284.0,683.0,540.0,263.0,502.0,178.0,266.0,221.0,146.0,117.0,44.0,67.0,17,031,080400
"Census Tract 813, Cook County, Illinois",129.0,14.0,23.0,246.0,530.0,662.0,354.0,271.0,243.0,338.0,320.0,452.0,513.0,305.0,591.0,17,031,081300
"Census Tract 3204, Cook County, Illinois",17.0,17.0,832.0,802.0,247.0,59.0,31.0,24.0,32.0,94.0,113.0,138.0,77.0,32.0,8.0,17,031,320400
"Census Tract 205, Cook County, Illinois",266.0,1153.0,116.0,418.0,497.0,655.0,509.0,411.0,282.0,416.0,238.0,264.0,204.0,156.0,400.0,17,031,020500
"Census Tract 318, Cook County, Illinois",58.0,124.0,9.0,114.0,276.0,362.0,162.0,91.0,98.0,82.0,111.0,117.0,41.0,9.0,44.0,17,031,031800
"Census Tract 321, Cook County, Illinois",249.0,341.0,125.0,569.0,1234.0,967.0,762.0,264.0,384.0,347.0,372.0,242.0,81.0,197.0,471.0,17,031,032100
"Census Tract 401, Cook County, Illinois",210.0,507.0,73.0,243.0,296.0,398.0,510.0,217.0,367.0,284.0,235.0,223.0,146.0,68.0,208.0,17,031,040100
"Census Tract 503, Cook County, Illinois",145.0,360.0,12.0,117.0,243.0,380.0,215.0,251.0,133.0,158.0,139.0,171.0,75.0,65.0,83.0,17,031,050300
"Census Tract 512, Cook County, Illinois",114.0,174.0,5.0,86.0,311.0,337.0,160.0,30.0,100.0,71.0,63.0,38.0,12.0,0.0,27.0,17,031,051200
"Census Tract 618, Cook County, Illinois",13.0,56.0,99.0,184.0,234.0,139.0,132.0,53.0,52.0,38.0,23.0,54.0,11.0,19.0,23.0,17,031,061800
"Census Tract 623, Cook County, Illinois",58.0,203.0,0.0,157.0,449.0,236.0,120.0,150.0,168.0,28.0,12.0,47.0,17.0,8.0,14.0,17,031,062300
"Census Tract 704, Cook County, Illinois",193.0,242.0,54.0,558.0,548.0,197.0,362.0,153.0,169.0,151.0,168.0,114.0,142.0,114.0,196.0,17,031,070400
"Census Tract 706, Cook County, Illinois",200.0,404.0,35.0,284.0,425.0,495.0,197.0,266.0,305.0,122.0,93.0,99.0,42.0,10.0,39.0,17,031,070600
"Census Tract 713, Cook County, Illinois",79.0,511.0,29.0,158.0,730.0,364.0,294.0,243.0,208.0,117.0,152.0,183.0,118.0,70.0,135.0,17,031,071300
"Census Tract 803, Cook County, Illinois",231.0,196.0,30.0,329.0,1288.0,747.0,457.0,249.0,320.0,180.0,61.0,76.0,94.0,33.0,107.0,17,031,080300
"Census Tract 816, Cook County, Illinois",41.0,63.0,30.0,296.0,601.0,567.0,448.0,246.0,117.0,159.0,140.0,110.0,93.0,95.0,105.0,17,031,081600
"Census Tract 818, Cook County, Illinois",190.0,115.0,0.0,404.0,1609.0,1774.0,861.0,690.0,614.0,372.0,334.0,283.0,83.0,49.0,9.0,17,031,081800
